id,ra,dec,ex,ey,ez,gama,e_class,rmag,rabsmag,redshift,rad,sern,pos,ba,g_class
60592,185.47096000000002,-1.58886,0.41341000000000006,0.65009,0.63756,12,0,19.0169,-20.129,0.142594,2.51743,1.408,-62.1009,0.677,0
60622,185.368,-1.60693,0.74753,-0.65151,0.12936,12,0,19.5156,-20.1511,0.177395,2.6068700000000002,0.8088,-86.7445,0.8587,1
60820,129.57108,-0.6896399999999999,-0.88256,-0.20209000000000002,0.42456000000000005,9,0,19.5574,-20.0059,0.16990999999999998,2.37263,0.9422,-17.6222,0.5526,1
60844,129.86538000000002,-0.70396,0.91175,-0.12965,0.38975,9,0,19.8208,-20.0127,0.190104,2.15618,1.023,28.7886,0.4549,1
60897,130.47121,-0.64887,-0.01053,-0.9801200000000001,0.19814,9,0,19.5023,-19.2409,0.120176,5.37364,1.1931,31.5055,0.79,0
61168,133.00125,-0.63898,0.32053000000000004,-0.12805,0.9385399999999999,9,0,19.6642,-20.2051,0.192944,3.16225,0.4922,5.313,0.2175,0
61194,133.123,-0.65883,-0.3923,0.7696,0.5038,9,0,19.5891,-20.2436,0.19004300000000002,3.78413,0.6329,-71.8437,0.6745,1
61284,133.70429,-0.72041,0.82291,0.55579,0.11792000000000001,9,0,19.4984,-19.9016,0.15869,2.23913,1.1017,-77.0929,0.4335,0
61386,134.15546,-0.7165100000000001,0.39057,-0.561,0.72988,9,0,18.7282,-19.8471,0.11183900000000001,4.52108,0.8731,45.652,0.2416,0
61407,134.32825,-0.6319600000000001,-0.81355,-0.08405,0.57538,9,0,19.2052,-20.3832,0.171702,2.84137,1.6905,45.0579,0.2076,0
61414,134.22121,-0.6764399999999999,0.42212,-0.54772,0.72237,9,0,18.8652,-19.7107,0.11186900000000001,5.22015,1.0426,82.5977,0.5216,0
61477,134.54641999999998,-0.73969,-0.61637,-0.78204,0.09222000000000001,9,0,19.6252,-20.4127,0.206831,7.35946,1.4626,-47.5141,0.5353,0
61560,135.31267,-0.78985,0.49137,-0.57075,0.65788,9,0,18.153,-20.498,0.11552799999999999,3.25405,1.3967,72.2832,0.3407,0
61567,135.38088,-0.68658,0.45027,-0.63256,0.6301800000000001,9,0,19.6284,-19.0251,0.115648,4.68626,0.1533,-55.5104,0.84,0
61576,135.37028999999998,-0.74453,0.16425,-0.21764,0.96211,9,0,19.7276,-20.156,0.194089,2.11032,1.4016,15.0927,0.2758,1
61583,135.32775,-0.78446,0.25551,-0.35686999999999997,0.8985299999999999,9,0,19.7961,-20.078,0.193328,2.11233,0.3888,72.3843,0.4391,1
61640,135.66917,-0.73629,-0.6177600000000001,0.17844000000000002,0.76586,9,0,19.6715,-20.005,0.178117,1.8509400000000003,1.4204,0.2516,0.5983,1
61681,135.88271,-0.79881,-0.81134,0.35020999999999997,0.46806000000000003,9,0,19.7848,-18.6167,0.10379300000000001,2.1299900000000003,1.3112,-50.8995,0.6617,0
61699,135.90528999999998,-0.65312,0.32245,0.9263100000000001,0.19484,9,0,19.8269,-20.1294,0.20000199999999999,3.13274,0.7547,-71.3912,0.6056,1
61813,136.75628999999998,-0.76949,0.42141999999999996,0.8402,0.34126999999999996,9,0,19.1205,-20.4844,0.17288599999999998,4.39821,0.7897,63.9349,0.2275,0
62297,138.70913000000002,-0.72748,-0.09129,-0.69114,0.7169300000000001,9,0,19.293,-20.2052,0.165352,4.2420800000000005,0.7795,79.3264,0.8651,1
62717,140.5605,-0.64876,-0.58076,0.14151,0.8016800000000001,9,0,19.388,-20.3396,0.18194200000000002,2.89242,0.693,-34.5862,0.4893,1
62896,129.42467,-0.29341,0.9127700000000001,-0.40823000000000004,0.014480000000000002,9,0,19.8137,-20.1645,0.201807,2.9129,1.0312,-2.7999,0.4514,1
62906,129.46783,-0.3532,0.10827,-0.6704899999999999,0.73397,9,0,19.584,-20.4692,0.208144,2.85682,0.6051,64.457,0.3794,1
63049,130.26328999999998,-0.22844,-0.65504,0.42778999999999995,0.62283,9,0,19.4053,-20.1369,0.168418,7.358410000000001,0.7106,-5.31,0.7319,0
63129,130.48875,-0.41266,-0.22634,-0.11263,0.96751,9,0,19.5631,-20.4973,0.208761,3.44121,0.663,-11.3043,0.408,1
63136,130.54033,-0.31187,-0.29486999999999997,0.27061999999999997,0.9164200000000001,9,0,19.5654,-19.7056,0.150315,3.15369,0.6462,-72.3295,0.1587,0
63280,131.34133,-0.292,-0.72477,0.60646,0.32698,9,0,19.3584,-19.3772,0.11978699999999999,3.21829,0.3803,6.1632,0.1863,0
63285,131.37425,-0.32294,0.38123,0.45565,0.8043899999999999,9,0,19.394,-19.9376,0.154201,3.1093,1.1226,58.6334,0.3852,0
63288,131.24696,-0.33271999999999996,0.79311,0.57223,-0.20864000000000002,9,0,19.7105,-19.7698,0.16411900000000001,3.2448799999999998,1.1465,15.3853,0.7379,0
63318,131.43792,-0.37393000000000004,0.36193000000000003,0.48695,0.79491,9,0,19.4648,-19.8602,0.153772,2.73474,0.9934,-16.0498,0.6759,0
63396,131.93687,-0.22430999999999998,0.64075,-0.56835,0.51615,9,0,19.292,-19.6067,0.128404,1.8790900000000001,1.9528,-52.1162,0.4174,0
63436,132.15846000000002,-0.27718000000000004,0.42286,0.90092,-0.09767,9,0,19.0502,-20.3273,0.157195,2.8721,0.6199,23.1421,0.3047,0
63440,132.20321,-0.30583,0.42286,0.90092,-0.09767,9,0,19.1787,-20.2006,0.157316,2.24538,0.418,55.5662,0.8779,1
63524,132.71508,-0.34668000000000004,-0.9749200000000001,0.15966,0.15504,9,0,19.7205,-19.9769,0.179676,2.61741,1.4031,84.788,0.4851,1
63725,133.54946,-0.27696,0.9565600000000001,0.12335,0.26415,9,0,19.6868,-19.7165,0.158907,2.5081,1.2438,89.1272,0.3445,0
64015,134.76958,-0.33458000000000004,0.06101,0.59086,0.8044600000000001,9,0,19.8352,-20.1347,0.201127,3.25188,0.7794,-56.3066,0.6973,1
64067,134.97163,-0.38725,0.39545,0.88779,0.23546,9,0,19.6231,-18.804,0.104941,3.72033,0.7955,-65.8933,0.1538,0
64211,135.83513,-0.23642,-0.46853999999999996,-0.03721,0.88266,9,0,19.588,-20.0508,0.175345,1.7417799999999999,1.0507,34.0027,0.7645,1
64488,137.04612,-0.40857,0.12967,0.99103,0.03235,9,0,19.7944,-20.3286,0.214192,3.01905,0.4643,-23.1715,0.5441,1
64514,137.30521000000002,-0.41789,0.89045,0.32649,0.31704,9,0,18.5572,-20.4685,0.135523,3.65139,0.9096,35.8844,0.6569,0
64593,137.55425,-0.2173,-0.46658999999999995,-0.86971,-0.16092,9,0,19.4612,-20.1002,0.169781,3.6119199999999996,0.7423,-52.8217,0.2363,0
64660,138.03713,-0.38818,-0.9734700000000001,-0.07579,0.21588000000000002,9,0,19.3285,-19.9819,0.15283,2.4249,0.6674,-56.9961,0.4889,0
64941,139.29336999999998,-0.40331,-0.37196999999999997,-0.70652,0.60205,9,0,19.8154,-20.4063,0.22303,2.38698,1.9116,-61.5524,0.4955,1
64975,139.39258,-0.37362,-0.46226000000000006,0.42211000000000004,0.77983,9,0,19.6634,-18.7431,0.10401400000000001,2.98225,0.8895,52.0505,0.3727,0
65096,139.92629,-0.26636,-0.41378000000000004,0.51173,0.7529399999999999,9,0,19.005,-20.4267,0.16080999999999998,3.76035,0.78,84.1934,0.5927,0
65519,129.67866999999998,0.11467000000000001,0.02255,0.34974,0.93658,9,0,19.7932,-19.7157,0.166096,2.46901,1.745,72.7815,0.4235,0
65530,129.71508,0.02054,0.0965,0.6056199999999999,0.78988,9,0,18.5865,-20.3668,0.131423,3.98224,0.9954,-30.2578,0.2526,0
65561,129.66967,0.06896000000000001,0.60077,-0.45533,0.65708,9,0,19.5664,-18.9701,0.109992,3.68379,0.4429,31.7358,0.1875,0
65576,129.75675,0.021580000000000002,0.1474,0.63689,0.75673,9,0,18.82,-20.1287,0.131164,2.0737,0.4415,75.4213,0.511,0
65652,129.96204,0.009,-0.30711,-0.3581,0.8817299999999999,9,0,19.4805,-19.8489,0.154059,2.37527,0.6986,-67.0524,0.6754,0
65758,130.34425,0.19194,-0.1472,-0.9672,-0.20701,9,0,19.1627,-20.3147,0.16392400000000001,3.90635,0.4499,-39.5643,0.4316,0
65825,130.74992,0.09105,-0.6985899999999999,-0.03858,0.71448,9,0,19.9126,-20.1161,0.20606100000000002,2.73722,0.6668,40.8759,0.353,1
65833,130.86112,0.14137,0.8074399999999999,0.29313,0.51197,9,0,19.8922,-18.6567,0.11058,3.3168,0.723,-28.6029,0.1439,0
65943,131.58104,0.0022,-0.16535999999999998,0.97856,-0.12279000000000001,9,0,19.4092,-20.4509,0.192211,1.7168599999999998,1.8934,65.7998,0.8573,1
66097,132.52058,0.03631,-0.32664,0.8937,0.30756,9,0,18.4404,-20.0946,0.109923,3.08358,0.5313,59.2898,0.3651,0
66118,132.55017,0.1537,-0.19397999999999999,-0.6755899999999999,0.7113,9,0,19.8076,-18.5243,0.100724,3.1040200000000002,0.5532,1.6507,0.284,0
66195,132.91992,0.10332999999999999,-0.47298,-0.84385,0.25339,9,0,19.2568,-20.1302,0.157826,3.14452,0.7338,-17.718,0.308,0
66219,133.23742,0.0669,-0.18024,0.44902,0.87516,9,0,18.2239,-20.3758,0.113015,4.82871,1.6588,-3.6398,0.2934,0
66344,133.76254,0.01848,-0.00946,-0.75327,0.65764,9,0,19.6275,-19.2351,0.126446,2.10224,0.6701,34.6329,0.3602,0
66479,134.47788,0.01964,-0.94395,0.0512,0.3261,9,0,19.6338,-18.7947,0.105004,1.51278,1.0699,16.522,0.5976,0
66726,135.73625,0.05338,-0.7804300000000001,-0.5505,0.29644000000000004,9,0,19.8068,-20.2515,0.20857699999999998,2.99703,0.8296,4.7087,0.268,1
66755,136.00263,0.08804,-0.9118200000000001,0.22375,0.34426,9,0,19.5792,-20.0682,0.175976,3.17204,0.4678,-6.9101,0.7387,1
66797,136.23054,0.18638,-0.9461799999999999,0.22635999999999998,0.23131999999999997,9,0,18.4532,-19.9277,0.102873,7.05015,1.4307,31.8435,0.1339,0
66801,136.21428999999998,0.0558,0.76042,0.51105,0.40074,9,0,19.5376,-20.0868,0.174298,3.27054,1.4951,-16.0407,0.3711,0
66893,136.70092,0.01278,0.30146,0.71145,0.63479,9,0,19.4686,-20.334,0.18768800000000002,2.35625,0.7116,15.2682,0.6665,1
67209,138.54537,0.02487,0.43096,0.72945,0.5312,9,0,18.7242,-20.4771,0.145967,2.8235799999999998,1.7769,-86.5477,0.3678,0
67274,138.58778999999998,0.16187,-0.6119600000000001,0.7427199999999999,0.27179000000000003,9,0,19.334,-20.2188,0.169172,4.05858,0.8548,52.6326,0.3662,0
67329,138.97396,0.19015,0.9298,-0.2477,0.27223,9,0,18.9851,-20.0752,0.137523,2.24914,1.4602,56.1625,0.3519,0
67373,139.04342,0.20307,0.76781,0.13668,0.62593,9,0,19.5302,-20.2915,0.18918900000000002,7.359030000000001,0.9151,-14.6326,0.6105,0
67598,140.30592,0.19378,0.99165,-0.12405999999999999,0.03525,9,0,19.3184,-20.0796,0.15856099999999998,7.3594800000000005,1.2242,-21.9769,0.8334,0
67966,130.31708,0.45586000000000004,-0.26048000000000004,0.64067,0.72228,9,0,19.3927,-19.2833,0.11676700000000001,1.7386400000000002,0.591,-75.9951,0.6969,0
67976,130.19128999999998,0.5927100000000001,0.70353,0.26585,0.6590699999999999,9,0,18.4964,-19.9031,0.103702,6.3067,0.8207,43.1785,0.2152,0
68040,130.35291999999998,0.47286000000000006,-0.21206,0.62021,0.7552300000000001,9,0,19.5024,-19.1659,0.11638699999999999,3.03415,1.1868,21.099,0.3365,0
68095,130.59621,0.57196,0.030139999999999997,-0.23609000000000002,0.97126,9,0,19.7319,-18.9252,0.11582999999999999,7.36072,0.5906,10.7537,0.1729,0
68125,130.75671,0.44298000000000004,-0.32082,-0.9469,0.021480000000000003,9,0,19.1264,-20.3143,0.161417,3.42461,0.6157,70.876,0.6072,0
68135,130.81378999999998,0.46656000000000003,0.78875,0.39152,0.47389,9,0,19.315,-19.2435,0.11103800000000001,4.35363,0.4972,26.6241,0.7445,0
68281,131.40429,0.45386000000000004,-0.05466,-0.9251,0.37578,9,0,19.4963,-20.3955,0.194749,2.65333,0.7811,30.2129,0.8699,1
68295,131.67311999999998,0.45987,0.4406,0.83473,0.33031,9,0,18.5166,-20.4331,0.131221,3.14127,1.034,77.3781,0.5239,0
68302,131.54166999999998,0.44738999999999995,0.50241,0.70686,0.49793999999999994,9,0,19.3052,-19.6448,0.13123900000000002,3.49234,0.9109,49.1754,0.4621,0
68338,131.95462,0.43653000000000003,0.19294,0.57863,0.7924399999999999,9,0,19.2922,-19.3936,0.11726099999999999,2.14208,0.0537,56.8003,0.3965,0
68379,132.01546000000002,0.43028999999999995,0.19294,0.57863,0.7924399999999999,9,0,19.2753,-19.4065,0.11706199999999999,3.7604800000000003,0.7117,-54.6791,0.345,0
68393,132.25342,0.47513999999999995,0.78328,0.11342999999999999,0.61123,9,0,19.7038,-18.7283,0.105163,4.40615,1.7825,23.6535,0.2253,0
68461,132.52437,0.44875,0.53946,-0.84201,0.00105,9,0,19.571,-19.8009,0.156828,2.26214,0.8735,-7.9222,0.3124,0
68699,133.33746000000002,0.4417,-0.58104,-0.25598000000000004,0.77257,9,0,18.1116,-20.4331,0.110383,4.43179,1.1515,-2.3922,0.4684,0
68806,133.70492,0.43296999999999997,-0.9336,0.35301,-0.0615,9,0,19.8991,-18.9505,0.125753,2.98513,0.9016,16.4877,0.2858,0
68973,134.22637,0.44943,0.08336,0.9476100000000001,0.30837,9,0,19.1927,-20.2128,0.159054,2.77917,1.0018,0.1463,0.2059,0
69012,134.37442,0.46313000000000004,0.03007,0.95229,0.30371,9,0,19.1421,-20.2605,0.158866,4.51394,1.1438,-86.1195,0.7273,0
69045,134.66596,0.53445,0.82509,0.40467,0.39429000000000003,9,0,19.1651,-20.2299,0.158359,4.299119999999999,1.2388,-82.6731,0.2614,0
69100,135.02487,0.53036,0.27925,-0.51375,0.81123,9,0,19.3964,-19.1989,0.11280699999999999,2.97024,0.6217,-60.3714,0.501,0
69111,135.12637,0.5795600000000001,0.33774,-0.44686000000000003,0.8284,9,0,19.3191,-19.2839,0.113179,1.7839599999999998,1.2192,-21.8124,0.8153,0
69212,135.61288000000002,0.58091,-0.71296,0.59165,0.37635,9,0,18.8806,-20.3886,0.150203,3.12403,0.882,-41.6643,0.8745,1
69436,136.69121,0.59163,-0.87771,-0.28979,0.38164000000000003,9,0,18.7797,-19.5789,0.101887,2.7121,1.0022,-10.5234,0.2816,0
69456,136.83692,0.42227,0.20484000000000002,-0.3095,0.9285700000000001,9,0,19.7784,-20.4248,0.221354,1.90867,1.5829,87.9098,0.2598,1
69571,137.43013,0.59872,-0.7416,-0.15602,0.65245,9,0,19.2984,-19.9824,0.150937,2.5310099999999998,0.5821,12.7937,0.7003,0
70091,140.11567,0.52072,0.33213000000000004,-0.85772,0.39243,9,0,19.4908,-20.095,0.171512,2.69278,0.7696,54.8195,0.6165,1
70329,140.29279,0.85651,-0.24929,0.9663299999999999,0.06373999999999999,9,0,19.7193,-19.7927,0.16630699999999998,3.9986099999999998,1.0501,50.8243,0.0496,0
70336,140.37563,0.8758100000000001,-0.28759,0.80967,0.51158,9,0,19.7073,-20.2106,0.19686099999999998,2.82634,1.5919,-84.2923,0.4505,1
70544,179.37887,1.5156,0.2542,0.72536,0.63971,12,0,19.5681,-20.1112,0.178324,3.9532300000000005,0.6442,14.1977,0.8278,1
70546,179.2765,1.4429299999999998,0.6554,0.32148000000000004,0.6834399999999999,12,0,19.1505,-19.9128,0.137696,3.38699,1.5275,-30.586,0.217,0
70632,179.67663000000002,1.47116,-0.9863799999999999,-0.16114,-0.0331,12,0,18.5719,-20.4098,0.133019,4.8602300000000005,0.6404,-27.4172,0.8448,0
71279,182.48561999999998,1.52139,0.59825,0.62593,0.50031,12,0,19.534,-20.2786,0.188468,2.38004,0.6521,69.8124,0.3446,1
71283,182.41329,1.6026799999999999,0.64684,0.66408,0.37496,12,0,19.7367,-20.0791,0.188719,7.35872,1.1731,25.8282,0.8832,0
71490,183.58303999999998,1.6213,-0.25365,0.5836100000000001,0.7714,12,0,19.7671,-20.4513,0.22273099999999998,2.28515,1.9267,72.8913,0.2876,1
71510,183.64154,1.46519,-0.53289,-0.04308,0.84509,12,0,19.2649,-20.0294,0.151798,2.29343,1.0331,36.9134,0.7196,0
71528,183.73275,1.53124,0.85451,-0.014430000000000002,0.5192399999999999,12,0,19.6619,-20.1332,0.187108,2.52144,1.347,22.4975,0.6632,1
71727,184.59842,1.5769600000000001,0.21821,0.32778,0.9192100000000001,12,0,19.4282,-20.4693,0.195202,2.4814599999999998,0.8055,-48.1536,0.8712,1
72223,212.26779,1.27025,0.464,0.39052,0.79511,15,0,18.811,-20.0692,0.127401,3.1760200000000003,1.0477,-9.5529,0.7038,0
72227,212.20354,1.22345,-0.25674,-0.95425,0.1533,15,0,18.9862,-19.4831,0.10686400000000001,1.82666,0.7711,66.7906,0.8433,0
72233,212.21278999999998,1.34647,0.29862,-0.9098799999999999,0.28801,15,0,19.6017,-19.0703,0.11657200000000001,3.7393400000000003,1.0449,-56.489,0.8552,0
72260,212.45687,1.3521100000000001,0.10827,0.9483799999999999,0.29808,15,0,19.5993,-20.0905,0.179102,1.8077900000000002,0.6017,79.7725,0.4791,1
72267,212.35571000000002,1.3569200000000001,0.16635999999999998,0.94878,0.26859,15,0,19.585,-20.1044,0.179074,2.78445,0.9119,60.7152,0.6817,1
72345,212.75821000000002,1.33761,-0.31175,0.8647100000000001,0.39382,15,0,18.4961,-20.1065,0.11316,3.4308300000000003,1.7826,61.956,0.8451,0
72776,214.72432999999998,1.23095,0.8356100000000001,-0.0476,0.5472600000000001,15,0,19.7038,-20.1356,0.190572,2.75977,1.1367,-68.8744,0.4593,1
72944,215.26657999999998,1.23299,0.69225,-0.2024,0.6927,15,0,18.8304,-20.0684,0.12841,3.88151,1.5166,56.0069,0.5629,0
72982,215.47975,1.21297,-0.37053,0.79848,0.47448999999999997,15,0,18.3235,-20.3876,0.118539,3.09097,1.9231,4.678,0.3903,0
73037,215.48921,1.25207,-0.31293000000000004,0.13061,0.94075,15,0,19.2318,-20.2391,0.163475,3.33095,0.5641,35.6615,0.8647,1
73079,215.64808,1.1938799999999998,0.8935200000000001,0.37185,0.25169,15,0,18.8132,-19.6179,0.105125,4.349069999999999,1.2217,36.1501,0.7059,0
73161,216.23687,1.14493,-0.57967,-0.19011,0.79237,15,0,19.1224,-20.2668,0.157977,2.74293,1.0423,-14.6653,0.0744,0
73258,216.64442000000003,1.25909,0.70053,-0.45803,0.54723,15,0,18.7865,-20.3878,0.144308,2.91892,1.2727,-59.3612,0.4003,0
73266,216.60879,1.2881,0.70053,-0.45803,0.54723,15,0,18.8925,-20.2818,0.144309,4.19747,0.7703,-21.7231,0.5304,0
73272,216.66942000000003,1.19176,0.88181,-0.35375,0.31188,15,0,19.5856,-19.3146,0.128486,3.22574,1.105,-46.2833,0.3349,0
73289,216.70867,1.2153399999999999,0.5585899999999999,0.10826,0.82235,15,0,18.5134,-19.8632,0.102684,3.2950199999999996,1.1673,24.901,0.6801,0
73310,216.81613,1.13479,0.51408,0.15402000000000002,0.8438,15,0,19.786,-18.5888,0.102602,2.31473,0.7554,-49.656,0.3088,0
73397,217.13953999999998,1.08495,-0.59627,-0.3262,0.73352,15,0,19.0901,-20.3559,0.16178399999999998,2.03742,1.1681,-22.9732,0.5379,1
73444,217.32833,1.12248,0.86335,0.00144,0.5046,15,0,18.8361,-20.0884,0.129825,2.82229,0.8231,-2.6729,0.3069,0
73461,217.28971,1.2111100000000001,-0.53978,0.28497,0.7921,15,0,19.559,-19.0818,0.115024,4.2881599999999995,0.5924,-73.4474,0.4122,0
73591,217.87104,1.15584,0.17206,0.6227199999999999,0.7632899999999999,15,0,19.3697,-19.4171,0.122429,2.23464,1.5887,23.5547,0.7377,0
73603,217.87425,1.1737600000000001,0.31761999999999996,0.29059,0.90259,15,0,18.6412,-20.4331,0.13834100000000002,6.28251,0.9877,35.7355,0.7776,0
73630,218.02671,1.22907,-0.24154,-0.63583,0.73306,15,0,19.0679,-19.6392,0.118333,2.84698,0.8879,-26.6262,0.253,0
73635,217.94029,1.12275,-0.7390899999999999,-0.26519000000000004,0.61921,15,0,19.3985,-19.6386,0.136179,2.54752,1.1565,16.5588,0.3423,0
73637,217.94792,1.21614,-0.7197,-0.41451000000000005,0.55697,15,0,19.9173,-19.1158,0.135948,2.93408,0.5162,15.2657,0.3961,0
73638,217.98271,1.07712,0.41745,0.54464,0.7274,15,0,19.431,-19.6399,0.13814,3.15181,0.8508,-39.6039,0.7185,0
73691,218.30754,1.10594,-0.2297,-0.81762,0.52795,15,0,19.0517,-19.6693,0.119039,7.35417,0.9284,-38.0718,0.3612,0
73752,218.56367000000003,1.21853,-0.49883999999999995,0.63699,0.5877100000000001,15,0,19.5807,-19.1715,0.12063499999999999,2.2791900000000003,0.6749,-55.7679,0.2913,0
73818,218.948,1.20144,-0.55192,0.7085899999999999,0.43963,15,0,18.6603,-20.4385,0.139783,4.83977,1.0478,88.3476,0.2024,0
73869,219.29475,1.09869,0.04614,-0.96178,0.2699,15,0,18.4634,-20.3962,0.12628599999999998,5.92436,0.8933,-44.4317,0.6236,0
74178,221.29833,1.1543,-0.49591999999999997,0.46646000000000004,0.73245,15,0,19.1208,-19.2632,0.10301099999999999,2.4338900000000003,0.5162,-48.459,0.3986,0
74182,221.21142000000003,1.0286799999999998,0.64867,-0.38821,0.65461,15,0,19.831,-19.8541,0.178758,1.69285,1.4713,-51.0436,0.3173,1
74237,221.54825,1.01521,-0.3949,-0.38927,0.8321799999999999,15,0,19.7973,-19.7704,0.170225,2.22828,1.6044,55.5237,0.2601,0
74240,221.49528999999998,1.15234,-0.9723799999999999,-0.20471,0.11213,15,0,19.3301,-20.2587,0.171727,4.89987,0.7566,-70.5805,0.2349,0
74320,222.19503999999998,1.01842,-0.49413999999999997,-0.76556,0.412,15,0,19.3115,-20.0014,0.15299000000000001,2.93928,0.5745,14.051,0.2511,0
74398,222.71778999999998,1.01956,0.50446,0.39405999999999997,0.76827,15,0,18.8573,-19.7411,0.112951,5.32571,0.6978,1.1969,0.4259,0
74420,222.84862999999999,1.0356299999999998,-0.89728,-0.40497,0.17576,15,0,18.9773,-19.8232,0.123146,4.64371,0.869,-14.6185,0.5349,0
75880,211.98837000000003,1.61576,-0.72647,-0.11360999999999999,0.67775,15,0,18.8593,-20.2912,0.142868,4.46673,1.1032,-51.952,0.6886,0
75892,211.95413,1.63724,0.13889,0.4953,0.85755,15,0,19.5967,-20.1129,0.180582,4.97616,0.6492,28.1855,0.7136,0
75945,212.27812999999998,1.63306,0.07711,0.3311,0.9404399999999999,15,0,19.7174,-19.809,0.16731400000000002,1.91545,0.9953,83.9838,0.7162,1
75967,212.33032999999998,1.7282799999999998,0.6298,-0.77587,0.03718,15,0,19.6422,-19.9048,0.168754,2.49777,0.688,25.6182,0.7681,1
75972,212.25896,1.7345400000000002,-0.16380999999999998,0.78509,0.59733,15,0,19.6693,-20.026,0.179515,2.9192,1.4036,-0.407,0.5978,1
76065,212.64675,1.7885799999999998,-0.8789399999999999,-0.1745,0.44386000000000003,15,0,19.3397,-20.3058,0.175835,3.04259,0.7856,-34.4827,0.2872,0
76129,212.7575,1.7775299999999998,0.84267,0.26353000000000004,0.46953,15,0,19.6639,-19.5975,0.14970999999999998,2.4885900000000003,0.658,-61.9485,0.4081,0
76160,212.94688,1.59065,-0.27428,-0.24484,0.92996,15,0,19.7993,-19.8423,0.17555,7.359310000000001,0.3176,-19.2277,0.1491,0
76164,212.80492,1.6559099999999998,-0.05486,-0.22628,0.97252,15,0,19.2441,-20.3848,0.174621,2.57753,1.5668,-86.3201,0.6879,1
76226,213.061,1.69701,-0.74244,0.56153,0.36533000000000004,15,0,19.7312,-19.9326,0.177179,2.6478099999999998,0.6844,-6.6521,0.4605,0
76227,213.06625,1.68465,-0.62032,-0.14862999999999998,0.7701399999999999,15,0,18.9623,-19.8442,0.12346300000000002,4.14734,0.8725,65.5292,0.7644,0
76278,213.32692000000003,1.6831,0.99497,0.0411,0.09136,15,0,19.0479,-20.0579,0.140193,2.17636,0.863,51.0377,0.7902,0
76344,213.52275,1.58846,-0.77985,-0.39219,0.48786,15,0,19.5834,-20.1738,0.184187,4.0461800000000006,0.7436,43.1794,0.7774,1
76587,214.34707999999998,1.70229,0.8741399999999999,-0.48531,0.01867,15,0,18.3956,-20.4934,0.127874,3.60627,1.1304,61.01,0.5613,0
76605,214.31846000000002,1.56418,-0.24456,0.8830600000000001,0.4005,15,0,18.8269,-19.8604,0.11733699999999998,3.81889,0.5311,62.382,0.6084,0
76652,214.521,1.6773099999999999,-0.49996,-0.5482600000000001,0.6704100000000001,15,0,19.5586,-18.7962,0.10172,2.90184,0.6457,39.873,0.45,0
76694,214.63133,1.6432200000000001,-0.25908000000000003,0.89371,0.36628,15,0,19.5902,-19.0926,0.11711099999999999,3.50607,0.892,72.6523,0.1185,0
76723,214.88487,1.70252,-0.3225,0.88449,0.33716,15,0,18.3382,-20.3381,0.11678599999999999,4.2612,0.6496,30.599,0.8128,0
76860,215.09332999999998,1.66619,0.15565,-0.5294800000000001,0.8339200000000001,15,0,19.6546,-20.2356,0.194617,3.19233,1.948,-44.1725,0.8103,1
76901,215.31025,1.7123099999999998,-0.7064699999999999,-0.21689,0.67369,15,0,19.252,-20.2225,0.163727,7.359310000000001,0.7708,56.2852,0.3149,0
76943,215.3855,1.65167,-0.01005,0.0305,0.9994799999999999,15,0,19.3524,-19.1137,0.10671900000000001,2.2063599999999997,1.2811,-87.4667,0.6211,0
76947,215.4115,1.5652700000000002,-0.49696999999999997,0.65427,0.57005,15,0,18.4345,-20.1516,0.112364,3.60941,1.0701,8.6215,0.3828,0
76962,215.37562999999997,1.52946,-0.74617,-0.15554,0.6473300000000001,15,0,19.7029,-19.7774,0.164117,2.6684200000000002,0.6415,10.9963,0.711,0
76976,215.46582999999998,1.5408,0.90614,0.39391,0.1541,15,0,19.7713,-18.6602,0.105137,2.69447,1.5021,-80.8628,0.2492,0
76984,215.56533,1.6007799999999999,-0.9726600000000001,-0.0336,0.22981,15,0,18.8355,-20.1639,0.134019,2.815,0.9917,-13.0908,0.8272,0
76989,215.54121,1.64969,-0.02949,-0.41291000000000005,0.9102899999999999,15,0,19.6097,-20.3112,0.1971,1.8582599999999998,0.4767,40.4247,0.7471,1
77009,215.50342,1.62621,0.65227,-0.12205999999999999,0.7481,15,0,18.9288,-20.3418,0.150293,4.51422,0.7802,65.721,0.5838,0
77065,215.93903999999998,1.5526200000000001,0.37827,0.92304,-0.07016,15,0,19.281,-19.6192,0.12848800000000002,5.475230000000001,1.4412,-3.9681,0.4932,0
77087,215.96025,1.52671,0.3288,-0.68815,0.64679,15,0,19.1331,-19.6295,0.121171,2.3997,0.9429,34.5185,0.4293,0
77115,216.19821000000002,1.6649200000000002,-0.468,0.15148,0.87065,15,0,19.6017,-19.7523,0.155654,3.9936599999999998,0.8754,52.4653,0.8348,0
77125,216.0975,1.6246,-0.37923,0.82624,0.41656000000000004,15,0,19.3298,-19.3617,0.117546,2.49685,0.9367,-48.9446,0.4621,0
77137,216.22037999999998,1.6269200000000001,0.357,-0.7146899999999999,0.60147,15,0,19.2826,-19.4866,0.12151700000000001,5.50095,0.8051,-22.994,0.4671,0
77264,216.79404,1.58008,0.63464,-0.41131,0.6542600000000001,15,0,19.0334,-20.1544,0.145135,2.95365,0.7271,-20.6177,0.3544,0
77370,217.15021000000002,1.5517100000000001,-0.57299,-0.15992,0.8038,15,0,19.7905,-18.8268,0.113874,3.0567,1.0484,34.0527,0.4475,0
