dum_min,dum_mean,dum_max,e_spiral_low,e_spiral_mean,e_spiral_high,e_elliptic_low,e_elliptic_mean,e_elliptic_high
0.71,0.715,0.72,0.3,0.8,1.4000000000000001,0.4,0.8999999999999999,1.5
0.72,0.725,0.73,0.24750000000000003,0.8,1.3,0.4475,0.8999999999999999,1.5
0.73,0.735,0.74,0.3,0.8,1.5049999999999983,0.4,0.8,1.452499999999999
0.74,0.745,0.75,0.4475,0.8999999999999999,1.452499999999999,0.3,0.8999999999999999,1.4000000000000001
0.75,0.755,0.76,0.4475,0.8999999999999999,1.6049999999999984,0.4,0.8999999999999999,1.4000000000000001
0.76,0.765,0.77,0.34750000000000003,0.8500000000000001,1.6,0.4,0.8999999999999999,1.4000000000000001
0.77,0.775,0.78,0.24750000000000003,0.8999999999999999,1.4000000000000001,0.4,0.8999999999999999,1.452499999999999
0.78,0.785,0.79,0.3,0.8999999999999999,1.5,0.34750000000000003,0.8999999999999999,1.5
0.79,0.795,0.8,0.4,0.8999999999999999,1.552499999999999,0.34750000000000003,0.8,1.4000000000000001
0.8,0.805,0.81,0.4,0.8,1.4049999999999983,0.4,0.8,1.5
0.81,0.8150000000000001,0.8200000000000001,0.3,0.8,1.3,0.4,0.8999999999999999,1.552499999999999
0.8200000000000001,0.8250000000000001,0.8300000000000001,0.4,0.8999999999999999,1.3524999999999991,0.5,0.8999999999999999,1.6
0.8300000000000001,0.835,0.84,0.4,0.8999999999999999,1.5,0.4,0.8999999999999999,1.3524999999999991
0.84,0.845,0.85,0.4475,0.8999999999999999,1.4000000000000001,0.3,0.8999999999999999,1.5
0.85,0.855,0.86,0.4475,1.0,1.6,0.4,0.8999999999999999,1.5
0.86,0.865,0.87,0.4,0.8999999999999999,1.6524999999999992,0.34750000000000003,0.8,1.3
0.87,0.875,0.88,0.4,0.8999999999999999,1.452499999999999,0.34750000000000003,0.8,1.3
0.88,0.885,0.89,0.4,0.8999999999999999,1.3524999999999991,0.4,0.8999999999999999,1.452499999999999
0.89,0.895,0.9,0.4475,1.0,1.5,0.34750000000000003,0.8500000000000001,1.452499999999999
0.9,0.905,0.91,0.4,0.8999999999999999,1.5,0.34750000000000003,0.8999999999999999,1.7624999999999957
0.91,0.915,0.92,0.4475,0.8999999999999999,1.6,0.4,0.8,1.3
0.92,0.925,0.93,0.34750000000000003,0.8,1.3524999999999991,0.3,0.8999999999999999,1.452499999999999
0.93,0.935,0.9400000000000001,0.4,0.8999999999999999,1.6,0.34750000000000003,0.8,1.4000000000000001
0.9400000000000001,0.9450000000000001,0.9500000000000001,0.34750000000000003,0.8999999999999999,1.6524999999999992,0.4,0.8,1.4000000000000001
0.9500000000000001,0.9550000000000001,0.96,0.4,0.8999999999999999,1.452499999999999,0.3,0.8,1.4049999999999983
0.96,0.965,0.97,0.5,0.8999999999999999,1.4000000000000001,0.3,0.8,1.3524999999999991
0.97,0.975,0.98,0.4,1.0,1.6524999999999992,0.3,0.8,1.3
0.98,0.985,0.99,0.4,0.8999999999999999,1.6049999999999984,0.24750000000000003,0.75,1.6049999999999984
0.99,0.995,1.0,0.4,0.8999999999999999,1.6524999999999992,0.4,0.8,1.3
