dum_min,dum_mean,dum_max,e_spiral_mean,e_spiral_std,e_elliptic_mean,e_elliptic_std
0.0,0.01,0.02,1.01175049331963,0.018855151640297742,1.0585200158586316,0.020783586710792862
0.02,0.03,0.04,1.0175994732785199,0.019764587242070367,1.0557867625736295,0.018737442022792004
0.04,0.05,0.06,1.0203208838643372,0.01991037307995308,1.059936927956502,0.01838016456138524
0.06,0.07,0.08,1.014467808324769,0.018311931403965958,1.0574810534662435,0.01688031793269048
0.08,0.09,0.1,1.0035342266187048,0.01661654807445122,1.052767331218849,0.016245309939697056
0.1,0.11,0.12,1.0109333581706064,0.01621772301807427,1.0515664635251472,0.01583611264302368
0.12,0.13,0.14,1.0121948818088387,0.015881151488045246,1.0500408563661079,0.015776693267225063
0.14,0.15000000000000002,0.16,1.0128842420349435,0.01592033528078573,1.0413258291798821,0.014415677715501113
0.16,0.16999999999999998,0.18,1.0175548021582734,0.0167064209963666,1.0396888989578614,0.01427292854996132
0.18,0.19,0.2,1.012077998458376,0.015017549348913653,1.0328833189850475,0.013626599529578896
0.2,0.21000000000000002,0.22,1.0065065801644397,0.014277000206167404,1.033965670593566,0.014166768552888875
0.22,0.22999999999999998,0.24,1.008470809352518,0.014357281995915398,1.0324861780697778,0.013107701801494252
0.24,0.25,0.26,1.0043255806783142,0.013280267250925152,1.0338395355686454,0.01521987665428582
0.26,0.27,0.28,1.002080249229188,0.013564498796678584,1.025903026733122,0.012549904148865951
0.28,0.29000000000000004,0.3,1.0103524434737925,0.014493676281861328,1.023810172179429,0.011871417824353794
0.3,0.31,0.32,1.0081231551901337,0.014855463180509924,1.0208435047575894,0.012348741218177
0.32,0.33,0.34,0.9982936998972249,0.012174824742606559,1.0155678704123245,0.011272876331951632
0.34,0.35,0.36,1.0049695246659818,0.013679757058540255,1.008185083824196,0.010768443569684077
0.36,0.37,0.38,1.0093470786228158,0.015135296600550968,1.0081933053919347,0.011331087987964951
0.38,0.39,0.4,1.0005169886947587,0.013029370838027783,1.0058325237879475,0.012258780122329518
0.4,0.41000000000000003,0.42,1.0120325308324767,0.014944218363512226,1.0015441005890346,0.011032423585159722
0.42,0.43,0.44,1.0073639388489208,0.015815869001515333,0.9980415745355686,0.01093520735472009
0.44,0.45,0.46,0.9951835354573484,0.011961007134966974,1.003371259628455,0.011252175878394777
0.46,0.47,0.48,1.0019444604316545,0.01339463279770733,1.0028356683280473,0.011366588213157319
0.48,0.49,0.5,1.0048134866392602,0.013317570659077295,1.0022816175804259,0.010829718622615557
0.5,0.51,0.52,1.0030131140801644,0.013266376109422997,1.0039508722247392,0.011097122182652979
0.52,0.53,0.54,1.0068880369989721,0.014011243905926469,1.0080682487539647,0.011208865459020261
0.54,0.55,0.56,1.005957571942446,0.014367853779985845,1.0073845763479836,0.012181094437103435
0.56,0.5700000000000001,0.58,1.0012441932168552,0.014482500731045848,1.0073012732215676,0.011667217568624594
0.58,0.59,0.6,1.0083119938335046,0.015092705844802427,1.0131922043497963,0.013065514350069316
0.6,0.61,0.62,1.0070122070914698,0.014971874892589542,1.0088391504304486,0.014124377134913796
0.62,0.63,0.64,1.0002922995889003,0.013970526075652733,1.0010560398731307,0.013521044710843389
0.64,0.65,0.66,0.9997666264131553,0.014732426158133919,0.9875862347077482,0.012824152710444195
0.66,0.67,0.68,0.9986290313463516,0.015393168649640254,0.9822191141821476,0.013109427264730791
0.68,0.6900000000000001,0.7000000000000001,0.9962101978417267,0.015014184104231873,0.987504757589488,0.014119430527339202
0.7000000000000001,0.71,0.72,0.9905288463514903,0.016718253761685627,0.9872408812868148,0.014116043752543486
0.72,0.73,0.74,0.9789483427543679,0.015651568466504662,0.9763189397371996,0.013953312353933475
0.74,0.75,0.76,0.9791715801644398,0.016318924562593252,0.9701476642501132,0.015002835033994598
0.76,0.77,0.78,0.9816205549845839,0.018727020047286422,0.9608307906660627,0.014898647409193149
0.78,0.79,0.8,0.9900283684480985,0.020628405506889658,0.9574221001359311,0.015713790680901132
0.8,0.81,0.8200000000000001,0.9621097302158272,0.017718136181256863,0.9541486746714998,0.016182610203131338
0.8200000000000001,0.8300000000000001,0.84,0.9546308350462487,0.019750888076189695,0.9587545038513821,0.018305751083162604
0.84,0.85,0.86,0.9660323586844809,0.021530662258159354,0.9623120140462165,0.01841299612770623
0.86,0.87,0.88,0.9757969064748202,0.022770106586350695,0.9518111033076575,0.019396620307895483
0.88,0.89,0.9,0.9756072199383348,0.024337261858722346,0.9489786452197554,0.02132313696494059
0.9,0.91,0.92,0.9858697199383349,0.026688199229855068,0.9403588400543724,0.022203042649938654
0.92,0.93,0.9400000000000001,0.9876304856115108,0.02797890571000105,0.9269424331671952,0.02288541290195378
0.9400000000000001,0.95,0.96,0.9816565930113051,0.03139014209257812,0.9279533167195289,0.025648549807046294
0.96,0.97,0.98,1.0138727004110997,0.0365185621301074,0.9364614884458542,0.029375776018137234
0.98,0.99,1.0,1.0395824974306267,0.04735904003379234,0.9208154349796105,0.03338208451135731
