min,max,N
0.0,0.010101010101010102,0.009816557128412538
0.010101010101010102,0.020202020202020204,0.009691607684529828
0.020202020202020204,0.030303030303030304,0.00972752780586451
0.030303030303030304,0.04040404040404041,0.009740470171890798
0.04040404040404041,0.05050505050505051,0.009639408493427705
0.05050505050505051,0.06060606060606061,0.009697977755308392
0.06060606060606061,0.07070707070707072,0.0097422649140546
0.07070707070707072,0.08080808080808081,0.009734656218402426
0.08080808080808081,0.09090909090909091,0.009656117290192114
0.09090909090909091,0.10101010101010102,0.009659706774519716
0.10101010101010102,0.11111111111111112,0.009594413549039433
0.11111111111111112,0.12121212121212122,0.009619160768452983
0.12121212121212122,0.13131313131313133,0.009673003033367038
0.13131313131313133,0.14141414141414144,0.009662917087967644
0.14141414141414144,0.15151515151515152,0.009689105156723964
0.15151515151515152,0.16161616161616163,0.009767947421638019
0.16161616161616163,0.17171717171717174,0.009767770475227502
0.17171717171717174,0.18181818181818182,0.009663852376137512
0.18181818181818182,0.19191919191919193,0.009727022244691607
0.19191919191919193,0.20202020202020204,0.009736172901921133
0.20202020202020204,0.21212121212121213,0.009673685540950456
0.21212121212121213,0.22222222222222224,0.009775025278058645
0.22222222222222224,0.23232323232323235,0.009784479271991912
0.23232323232323235,0.24242424242424243,0.009742947421638018
0.24242424242424243,0.25252525252525254,0.009856471183013145
0.25252525252525254,0.26262626262626265,0.009764004044489382
0.26262626262626265,0.27272727272727276,0.009751263902932255
0.27272727272727276,0.2828282828282829,0.009766784630940344
0.2828282828282829,0.29292929292929293,0.009845702730030334
0.29292929292929293,0.30303030303030304,0.00977896865520728
0.30303030303030304,0.31313131313131315,0.009634555106167847
0.31313131313131315,0.32323232323232326,0.009477957532861478
0.32323232323232326,0.33333333333333337,0.009486476238624874
0.33333333333333337,0.3434343434343435,0.009499595551061678
0.3434343434343435,0.3535353535353536,0.009602376137512638
0.3535353535353536,0.36363636363636365,0.009720753286147623
0.36363636363636365,0.37373737373737376,0.009710667340748231
0.37373737373737376,0.38383838383838387,0.009648003033367037
0.38383838383838387,0.393939393939394,0.009714863498483316
0.393939393939394,0.4040404040404041,0.009832760364004045
0.4040404040404041,0.4141414141414142,0.009775379170879677
0.4141414141414142,0.42424242424242425,0.009847042467138523
0.42424242424242425,0.43434343434343436,0.009852376137512638
0.43434343434343436,0.4444444444444445,0.009813801820020222
0.4444444444444445,0.4545454545454546,0.009840444893832154
0.4545454545454546,0.4646464646464647,0.009862108190091002
0.4646464646464647,0.4747474747474748,0.009876061678463093
0.4747474747474748,0.48484848484848486,0.00995793731041456
0.48484848484848486,0.494949494949495,0.00993000505561173
0.494949494949495,0.5050505050505051,0.009996284125379172
0.5050505050505051,0.5151515151515152,0.010021814964610718
0.5151515151515152,0.5252525252525253,0.010167492416582406
0.5252525252525253,0.5353535353535354,0.01025020222446916
0.5353535353535354,0.5454545454545455,0.010173685540950456
0.5454545454545455,0.5555555555555556,0.010263953488372092
0.5555555555555556,0.5656565656565657,0.010269337714863498
0.5656565656565657,0.5757575757575758,0.010317517694641051
0.5757575757575758,0.5858585858585859,0.010269287158746207
0.5858585858585859,0.595959595959596,0.010311223458038423
0.595959595959596,0.6060606060606061,0.010411425682507582
0.6060606060606061,0.6161616161616162,0.010353741152679475
0.6161616161616162,0.6262626262626263,0.010359302325581394
0.6262626262626263,0.6363636363636365,0.010467770475227503
0.6363636363636365,0.6464646464646465,0.010488751263902932
0.6464646464646465,0.6565656565656566,0.010437563195146613
0.6565656565656566,0.6666666666666667,0.01055793731041456
0.6666666666666667,0.6767676767676768,0.010532633973710818
0.6767676767676768,0.686868686868687,0.010463852376137513
0.686868686868687,0.696969696969697,0.01059840748230536
0.696969696969697,0.7070707070707072,0.010407077856420626
0.7070707070707072,0.7171717171717172,0.010300278058645097
0.7171717171717172,0.7272727272727273,0.010450834175935288
0.7272727272727273,0.7373737373737375,0.010445677451971688
0.7373737373737375,0.7474747474747475,0.010451365015166835
0.7474747474747475,0.7575757575757577,0.010253816986855409
0.7575757575757577,0.7676767676767677,0.010131218402426694
0.7676767676767677,0.7777777777777778,0.01015005055611729
0.7777777777777778,0.787878787878788,0.010496461071789686
0.787878787878788,0.797979797979798,0.010451870576339738
0.797979797979798,0.8080808080808082,0.010420424671385237
0.8080808080808082,0.8181818181818182,0.010383695652173912
0.8181818181818182,0.8282828282828284,0.010454726996966634
0.8282828282828284,0.8383838383838385,0.01056458543983822
0.8383838383838385,0.8484848484848485,0.010334984833164813
0.8484848484848485,0.8585858585858587,0.010343478260869565
0.8585858585858587,0.8686868686868687,0.010459555106167846
0.8686868686868687,0.8787878787878789,0.010342795753286147
0.8787878787878789,0.888888888888889,0.01033566734074823
0.888888888888889,0.8989898989898991,0.010473382204246713
0.8989898989898991,0.9090909090909092,0.010687740141557128
0.9090909090909092,0.9191919191919192,0.010909226491405459
0.9191919191919192,0.9292929292929294,0.010885161779575329
0.9292929292929294,0.9393939393939394,0.010918023255813954
0.9393939393939394,0.9494949494949496,0.010828235591506571
0.9494949494949496,0.9595959595959597,0.010990596562184023
0.9595959595959597,0.9696969696969697,0.010995753286147623
0.9696969696969697,0.9797979797979799,0.010861729019211324
0.9797979797979799,0.98989898989899,0.010663776541961578
0.98989898989899,1.0,0.01106413043478261
