dum_min,dum_mean,dum_max,e_spiral_mean,e_spiral_std,e_elliptic_mean,e_elliptic_std,g_spiral_mean,g_spiral_std,g_elliptic_mean,g_elliptic_std
0.0,0.01,0.02,1.071302330345742,0.04608585582760277,1.1394731352401877,0.04452830182925505,1.116081894946856,0.04948340805970357,1.0976646082627624,0.04095736798678712
0.02,0.03,0.04,1.070462273080592,0.041294630351952126,1.1191809668319062,0.03604932975231075,1.0969167802659796,0.039804792737019416,1.0918360640218254,0.036272016163993594
0.04,0.05,0.06,1.0898802275126884,0.039612992712719744,1.099756026250076,0.030634404557661858,1.1035875682582923,0.035114714743933836,1.0845308470083777,0.03503021296459092
0.06,0.07,0.08,1.0825360750852473,0.036585920081526314,1.1061722562252958,0.03449189043985563,1.1031227105874324,0.03404193224289779,1.0876362844724372,0.03718976652954154
0.08,0.09,0.1,1.0549898514581448,0.03102963559644788,1.0851453664706419,0.02613764959750824,1.0828333166744746,0.02957441004890964,1.0587026480694435,0.02885982612361956
0.1,0.11,0.12,1.0380347332013624,0.03048035664721933,1.081705020167809,0.026323439591384782,1.0719904018340032,0.02853525398816315,1.0441619259677377,0.027483669224865493
0.12,0.13,0.14,1.0344842596043837,0.031286408874738096,1.082112661326561,0.026176512036535943,1.0786725047136165,0.028546095060544056,1.0317845245820432,0.02478830150447729
0.14,0.15000000000000002,0.16,1.0230145339419787,0.027963297531834894,1.0763060686190669,0.024286261941736394,1.061549900935378,0.027080216594094826,1.037171994717055,0.02524170176114962
0.16,0.16999999999999998,0.18,1.0399257375968443,0.033804761464876654,1.0642657449640587,0.024957409730920036,1.0652615314602782,0.030401746448403173,1.0383701934626528,0.026421765470439788
0.18,0.19,0.2,1.037315157510412,0.030815560680435308,1.0341925811287196,0.021049611114847107,1.0501509725282134,0.027222550380045705,1.0166533768933932,0.022245681902357643
0.2,0.21000000000000002,0.22,1.0225742688205992,0.02801477985394701,1.0413572135330629,0.025182248009728448,1.0421806672193576,0.027282929192061964,1.0179505560053612,0.024615961226150618
0.22,0.22999999999999998,0.24,1.0274391913884258,0.028692925511975782,1.0437378467307208,0.02367154817258192,1.0476174489573973,0.02543117811866848,1.022253088723922,0.02432083712653671
0.24,0.25,0.26,1.0169475963046952,0.02691892250510837,1.0596848460947919,0.029742696536834517,1.036741976627797,0.025024056043012336,1.0416658123096112,0.03255138238255984
0.26,0.27,0.28,1.0372495590035387,0.02685376090284945,1.030445803106189,0.02224699438896409,1.0410941286363204,0.024921420464987333,1.0254858450080224,0.02363294466138808
0.28,0.29000000000000004,0.3,1.0695033532897011,0.03086214048121315,1.0338009308009697,0.022197940231858684,1.055602509937706,0.027473715870344268,1.0437255772794356,0.027612362448204055
0.3,0.31,0.32,1.0618956873879513,0.03265849496849726,1.0368789118825241,0.025333206669488212,1.0512505926270979,0.0275859449373572,1.0406138717196909,0.028399577848312933
0.32,0.33,0.34,1.0319782182793333,0.026746485229953723,1.0145558489889213,0.02007037485981112,1.0322207544129183,0.023274462228181247,1.010419646580124,0.02045497204783764
0.34,0.35,0.36,1.023741946223072,0.027671644708733754,1.0062177109956831,0.01999999391269622,1.0238552020688096,0.027117469892601085,1.0042011985335977,0.020079479814930908
0.36,0.37,0.38,1.0279031062030257,0.034079247455123085,1.0089191556624657,0.02216198736368969,1.0259683334251979,0.029210165947270217,1.0067399778110382,0.023743200743085526
0.38,0.39,0.4,1.014025932358626,0.02581937456322,1.0342937773787624,0.03161188854489901,1.0334635797723486,0.031987624872252735,1.0103023345502509,0.022518223878736768
0.4,0.41000000000000003,0.42,1.0226798880977472,0.0281021590850862,1.0150518242967679,0.022526673949597533,1.0240008754976908,0.02759020076132732,1.0108583682613226,0.023192808072812637
0.42,0.43,0.44,1.057210513398191,0.040500663177741696,1.0216085830808534,0.029750792257992553,1.0566675599947317,0.03394906378491641,1.016612867652697,0.03444725592985646
0.44,0.45,0.46,1.0213613321022732,0.02734983791374747,1.0097855583057882,0.025589838143777563,1.019976477754986,0.02519779581823681,1.0103329851308553,0.02708914341622693
0.46,0.47,0.48,1.0418087313276452,0.03358358023852139,1.006734416631741,0.027330171075761293,1.0267530705802985,0.030383419646102756,1.018716060185644,0.0294765379897983
0.48,0.49,0.5,1.0331148776639156,0.0289640531185138,0.9999889652544314,0.027039181626915754,1.021564376102664,0.0282358351368798,1.0076319028191492,0.025381852350856902
0.5,0.51,0.52,1.024221998169522,0.029644927087364478,0.9919678350561548,0.024220714793975806,1.0098066969284896,0.027680678500329996,1.0018659607973643,0.02373515147968233
0.52,0.53,0.54,1.015208650020874,0.029897040069049523,0.9898981816281268,0.02567859943432443,1.0005442003113751,0.028227733517780466,1.0074012465522002,0.026673455428571288
0.54,0.55,0.56,1.0179773369920058,0.032292142246597426,0.987823142027536,0.025135553881762605,0.9897857013189995,0.028582853046892936,1.0157796296467543,0.028110322565448025
0.56,0.5700000000000001,0.58,1.0142239722483126,0.03240351929383684,0.9880141728333615,0.024710919160171173,0.9873011345455676,0.028291188050743796,1.0205272086833308,0.027225366920177487
0.58,0.59,0.6,0.9962251037457998,0.033448827046245876,1.000613367703961,0.027486793776989406,0.9886307097389779,0.02965697026329291,1.0152143591601797,0.029039880262837388
0.6,0.61,0.62,0.9608010241221051,0.031342216514178324,0.999743705350181,0.02939611994983639,0.9712509578521589,0.029591227576905816,0.9931559089743393,0.02760026090595191
0.62,0.63,0.64,0.9268136424063396,0.02835542151273586,0.9757602217363126,0.027004500663968554,0.9414472882294429,0.029761028582750766,0.9684488016093571,0.022507144371058094
0.64,0.65,0.66,0.914159873923597,0.028423382766638586,0.9671953518459004,0.026930560003368156,0.9070843152157126,0.025261464576653597,0.9870578357621042,0.027552322227486676
0.66,0.67,0.68,0.9139962971750951,0.03163559751354741,0.96463143474249,0.025103824155725724,0.9059578714752635,0.02822665278495744,0.9889258835033861,0.02750392636632024
0.68,0.6900000000000001,0.7000000000000001,0.9079977711421628,0.031648170642293305,0.9600043834438069,0.027380713223569574,0.9051671986152429,0.031114457946335577,0.976571572030815,0.024935704793266452
0.7000000000000001,0.71,0.72,0.8812343920322879,0.03184376042682102,0.9666965884268472,0.027574271842975836,0.8752187490673577,0.027733046225931778,0.993368444783667,0.03050536648956975
0.72,0.73,0.74,0.8558419697482994,0.03159386596044984,0.9581071695615014,0.02672041329130927,0.856971586580916,0.03027918841474754,0.9787479993923612,0.02809625713903535
0.74,0.75,0.76,0.8755388362532799,0.037132804505704116,0.9591372993723976,0.029739583431775955,0.8799294173813479,0.03448996041883267,0.970970141740285,0.027960141537880397
0.76,0.77,0.78,0.8840046997829297,0.035296276176847066,0.9542243700816894,0.031215591572606515,0.89233883571869,0.03477635889266289,0.9601968330490975,0.029620199222985855
0.78,0.79,0.8,0.9405186617107926,0.043695378859849886,0.9270779330084381,0.026820905917880288,0.9296965011315899,0.038321687081627455,0.9392814168219972,0.02618032633027267
0.8,0.81,0.8200000000000001,0.919886781217849,0.0351045139627938,0.9363442899740633,0.028209109829890017,0.9156653083133433,0.03175370087519405,0.9478473134014112,0.029391790275333212
0.8200000000000001,0.8300000000000001,0.84,0.9382595781835323,0.03672680135164065,0.9641967820209804,0.032394598741614794,0.925379097906666,0.03218487220579779,0.9832787803644093,0.0375900086323166
0.84,0.85,0.86,0.9590111474599751,0.0392763859071727,0.9764451474492779,0.0338429383819147,0.9545619648277167,0.03677042736306429,0.9866944530473051,0.036185786925506204
0.86,0.87,0.88,0.986066681492769,0.04343065761960048,0.9372652633633586,0.0306462700562522,0.9805942989507307,0.0404314088876764,0.9319958838610499,0.031048886260679205
0.88,0.89,0.9,0.9776483477376174,0.04506430062099924,0.9269478052551525,0.03481149721116423,0.9796045409282175,0.04140349551645514,0.9104001247826143,0.03310564740206071
0.9,0.91,0.92,1.001826474553122,0.04890734436918907,0.8995612982127145,0.034261356680978024,0.9611461840475346,0.04324006904842783,0.9242546754698006,0.036750059125457486
0.92,0.93,0.9400000000000001,0.974431767834606,0.04606721261857703,0.8908137748477386,0.0396915028365348,0.9285953360919152,0.04168103293645885,0.9362463841188553,0.04139564741749049
0.9400000000000001,0.95,0.96,0.9832301274477682,0.051437158989016206,0.8960925324178812,0.04533689733240638,0.9312085122673691,0.048974123936988544,0.9403625502738212,0.05036756789969937
0.96,0.97,0.98,1.0095552161875232,0.06226906747883197,0.8608072585243823,0.04381257678829958,0.9810642400186045,0.056785884380199374,0.8684461565978213,0.04655789304373773
0.98,0.99,1.0,1.0759073467965161,0.0850553190048078,0.8625711589240496,0.0589825830986794,1.0381113195430505,0.0799971176912639,0.8668799430526157,0.06221489930897166
