dum_min,dum_mean,dum_max,e_spiral_mean,e_spiral_std,e_elliptic_mean,e_elliptic_std,g_spiral_mean,g_spiral_std,g_elliptic_mean,g_elliptic_std
0.0,0.01,0.02,1.071227173587952,0.04840142449905458,1.1473003291675627,0.04469597781779098,1.1394782085110295,0.04772537252345514,1.0740537953732447,0.03988079936998758
0.02,0.03,0.04,1.0689159522296994,0.04296430472566575,1.1248443168221602,0.03563896070021988,1.1159351010180085,0.03990076549822158,1.0739539748872053,0.036795125242265456
0.04,0.05,0.06,1.0821325985692607,0.03957170899105644,1.1060296220046408,0.031409880591664614,1.1192845308623909,0.036010102588527,1.0589605246526934,0.03247644844620546
0.06,0.07,0.08,1.0819410754287004,0.0387954091704788,1.1135250234583716,0.03507203161740328,1.1184715458149157,0.03484732241200624,1.0707689481345875,0.0394266946017947
0.08,0.09,0.1,1.0514259584440793,0.031897176583631684,1.0938121532105967,0.026679941511539625,1.0989160228250954,0.031121913384864638,1.0396670714060579,0.027563089225715338
0.1,0.11,0.12,1.0329415088995093,0.03044357196501454,1.0873020478593445,0.026496497098061577,1.0890748072321008,0.030098532558326882,1.0279778193659963,0.027128461341630383
0.12,0.13,0.14,1.0340507701147665,0.03216077381430481,1.0942762561361554,0.027843539250563085,1.1006795693256421,0.030253034268944098,1.021685442698169,0.025040347640085666
0.14,0.15000000000000002,0.16,1.0205865617082406,0.030660260463414243,1.0850867979560823,0.02434760498059211,1.0781581817668193,0.029112084539583867,1.0253442293703514,0.025168428341293035
0.16,0.16999999999999998,0.18,1.0396937601747631,0.03628070082787728,1.071908603030506,0.02384904812871399,1.0788280689117282,0.03095852176565261,1.0258315253691694,0.0251650438331476
0.18,0.19,0.2,1.0334341123759345,0.031967415210060926,1.0444924856783881,0.02120062796659748,1.0610810030920201,0.029578869985824312,1.0103054261578268,0.02236622448139199
0.2,0.21000000000000002,0.22,1.0164162325095216,0.028794298316514314,1.0533548943996134,0.025008929714095615,1.0516145839814752,0.0274175948457503,1.0151641874013222,0.025248012365818372
0.22,0.22999999999999998,0.24,1.0191605584508132,0.030263363136821476,1.0480715246851622,0.02277753936570949,1.0515919877851687,0.026418208924585497,1.01157085443443,0.02328251618877707
0.24,0.25,0.26,1.008057198224896,0.027762915320552098,1.0696241637108348,0.029694869117884413,1.0472230860729956,0.026486947193898814,1.0315563690830778,0.03380630163685722
0.26,0.27,0.28,1.0286269932122323,0.027324191032225116,1.0416544557712242,0.02243008388626222,1.0506049668353556,0.024548737614990414,1.0155637664430786,0.02367019263021798
0.28,0.29000000000000004,0.3,1.0617866781735916,0.030792117779303293,1.048559549905644,0.024962021289118855,1.0694806555408005,0.027109891589290468,1.0324228934296102,0.026475841869957
0.3,0.31,0.32,1.0623357525931354,0.034811708241088216,1.0418770736889116,0.024614647842851962,1.06546090882884,0.030021962698420057,1.0331172750568276,0.028367846489082853
0.32,0.33,0.34,1.0300654743751605,0.027897205268873078,1.0231903455328812,0.02019229908367804,1.0404659186308023,0.024709489166501192,1.007208498577705,0.021138928091582115
0.34,0.35,0.36,1.0313702194718803,0.03028086813899223,1.0169879508237787,0.020586572932551162,1.0335521277754534,0.026572892327466555,1.0089746080096655,0.02139219175023191
0.36,0.37,0.38,1.0352467170039044,0.03707967392134205,1.0169541169906766,0.02320196937472795,1.0362495771183096,0.030745045653103452,1.0138157418894462,0.024192160245901786
0.38,0.39,0.4,1.021006717930857,0.028905891944602895,1.037106799975978,0.029983421168199284,1.0376023625960151,0.03179097412045269,1.0140605680042316,0.024188668221360808
0.4,0.41000000000000003,0.42,1.0272367229852166,0.03310259052313268,1.0103215028326875,0.02249903853499141,1.0270259760357707,0.028014152303908874,1.006690098948225,0.023271939308767912
0.42,0.43,0.44,1.0537393423338532,0.04254981825439736,1.018813699101744,0.030721984555349066,1.054739118484346,0.035893650663213206,1.0141869167396351,0.035086457244368575
0.44,0.45,0.46,1.0071112635022914,0.026195176353493627,1.0042013129021283,0.024034996723622047,1.0107116026986867,0.024371499244055555,0.9974989264954208,0.027016898861476256
0.46,0.47,0.48,1.032546507881003,0.03495276551017166,1.003972053300878,0.025160169511409012,1.0249863604184193,0.031022853165414085,1.0040985093930697,0.028314468934027812
0.48,0.49,0.5,1.0213559694341838,0.028177338071394938,0.9956578173210316,0.024900371817077126,1.0171785493232277,0.028766468128899922,0.9941789946561717,0.023918058917068937
0.5,0.51,0.52,1.0194952298846809,0.03025107266746968,0.992816800651791,0.024206792266139518,1.0123061119507821,0.02765622764835628,0.9939440188205378,0.025284053011273625
0.52,0.53,0.54,1.0204497454642203,0.030624226858144876,0.9940354208658919,0.02651614746176659,1.0022786793539775,0.02889645780507348,1.011494460545761,0.02747328035039116
0.54,0.55,0.56,1.0207624328072602,0.03413976754921748,0.9861823283977301,0.025326503570253175,0.9906404897046253,0.0295953873325976,1.0202740473406438,0.028040190540680437
0.56,0.5700000000000001,0.58,1.0158262234215965,0.035040543860325894,0.9839592010450331,0.02361016028676046,0.9857879951581917,0.028788966069403673,1.0180512718785097,0.02699835513003501
0.58,0.59,0.6,1.0034506066789732,0.03523518063224284,1.0012710279598307,0.027006858249927723,0.9871786144426106,0.032238722135944,1.0178929009356301,0.028953121450532474
0.6,0.61,0.62,0.9569380287870712,0.030792584547051298,0.9960266486994142,0.029639500959157183,0.9654968667688508,0.03029902748916202,0.9912697493893837,0.02715999638191741
0.62,0.63,0.64,0.9305288238176954,0.02967787994823972,0.9750512718651337,0.027348410001394458,0.9406077921283948,0.030499990623390382,0.9707955160838335,0.024171210871946062
